"HOMD Home Maintenance Services Dubai","","https://home-maintenance-dubai.com/","","4.7","155","Plumbing Service specialist in Dubai UAE","https://www.google.com/maps/place/HOMD+Home+Maintenance+Services+Dubai/data=!4m7!3m6!1s0x3e5f6b3b706faf09:0x771a40cbe31cf616!8m2!3d25.1164972!4d55.2061601!16s%2Fg%2F11h2pfc50g!19sChIJCa9vcDtrXz4RFvYc48tAGnc?authuser=0&hl=en&rclk=1","info@example.com"
"Fox Pest Control Midland","","https://fox-pest.com/locations/texas/midland/?utm_source=google&utm_medium=organic&utm_campaign=gmb-midland-tx&utm_content=website","","4.8","1,364","Pest Control in Texas","https://www.google.com/maps/place/Fox+Pest+Control+Midland/data=!4m7!3m6!1s0x86fbd9451d7a0bb3:0x444c0981d8c66a9c!8m2!3d32.0273702!4d-102.1500119!16s%2Fg%2F11cs1x9jqn!19sChIJswt6HUXZ-4YRnGrG2IEJTEQ?authuser=0&hl=en&rclk=1",""
"Texas Bug Slayers","","http://texasbugslayers.com/?utm_campaign=gmb","","5.0","99","Pest Control in Texas","https://www.google.com/maps/place/Texas+Bug+Slayers/data=!4m7!3m6!1s0x4379dec79ce8abc5:0xded8b28bf216965e!8m2!3d32.7035482!4d-97.4168929!16s%2Fg%2F11nnc1080f!19sChIJxavonMfeeUMRXpYW8ouy2N4?authuser=0&hl=en&rclk=1",""
"Exquisite Pest Control Texas City","","","","1.0","2","Pest Control in Texas","https://www.google.com/maps/place/Exquisite+Pest+Control+Texas+City/data=!4m7!3m6!1s0x863f79458f1557e1:0x59e9bc7ad5a2dcb7!8m2!3d29.3953295!4d-94.947871!16s%2Fg%2F11fkdyqrlq!19sChIJ4VcVj0V5P4YRt9yi1Xq86Vk?authuser=0&hl=en&rclk=1",""
"Quell Pest Control","","https://www.quellpest.com/","","4.8","2,368","Pest Control in Texas","https://www.google.com/maps/place/Quell+Pest+Control/data=!4m7!3m6!1s0x864c2bdd043834d7:0xc4d8e0dc832f50e6!8m2!3d31.3078701!4d-96.8609711!16s%2Fg%2F11sxx5m6sp!19sChIJ1zQ4BN0rTIYR5lAvg9zg2MQ?authuser=0&hl=en&rclk=1",""
"X Out Pest Services","","https://xoutpest.com/","","4.9","1,148","Pest Control in Texas","https://www.google.com/maps/place/X+Out+Pest+Services/data=!4m7!3m6!1s0x8644cd00d435d029:0xde7948ee21182671!8m2!3d30.2671656!4d-97.7425376!16s%2Fg%2F11bv3y6ztq!19sChIJKdA11ADNRIYRcSYYIe5Ied4?authuser=0&hl=en&rclk=1",""
"Anytime Pest Elimination","","https://www.anytimepestelimination.com/locations/pest-control-baytown?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-Baytown","","4.9","832","Pest Control in Texas","https://www.google.com/maps/place/Anytime+Pest+Elimination/data=!4m7!3m6!1s0x863f59403501ca3f:0x5951f7f4f4c47168!8m2!3d29.7443526!4d-94.9634386!16s%2Fg%2F11cff2yyf!19sChIJP8oBNUBZP4YRaHHE9PT3UVk?authuser=0&hl=en&rclk=1",""
"Texas Pest Elimination Services","","https://txpest.net/","","4.7","27","Pest Control in Texas","https://www.google.com/maps/place/Texas+Pest+Elimination+Services/data=!4m7!3m6!1s0x864e79166a64fb7d:0xe874ff4f96e79f4b!8m2!3d32.8108075!4d-97.2389886!16s%2Fg%2F11j32f13bp!19sChIJfftkahZ5ToYRS5_nlk__dOg?authuser=0&hl=en&rclk=1",""
"Modern Pest Control","","https://www.getmypests.com/","","4.8","1,334","Pest Control in Texas","https://www.google.com/maps/place/Modern+Pest+Control/data=!4m7!3m6!1s0x8640d89056897abb:0x1beb83f1bcb47df5!8m2!3d29.7894516!4d-95.8195862!16s%2Fg%2F1tcwlywh!19sChIJu3qJVpDYQIYR9X20vPGD6xs?authuser=0&hl=en&rclk=1",""
"Texas State Pest Control","","","","5.0","2","Pest Control in Texas","https://www.google.com/maps/place/Texas+State+Pest+Control/data=!4m7!3m6!1s0x6f4b1a6b5e6bbf63:0x876fca261be1b41a!8m2!3d29.61169!4d-95.2668205!16s%2Fg%2F11yhcskzts!19sChIJY79rXmsaS28RGrThGybKb4c?authuser=0&hl=en&rclk=1",""
"Antler Pest & Home Solutions","","https://antlerpesthomesolutions.com/","","5.0","83","Pest Control in Texas","https://www.google.com/maps/place/Antler+Pest+%26+Home+Solutions/data=!4m7!3m6!1s0x21ed83e58a03c051:0x521e43257eeb213b!8m2!3d29.6556966!4d-98.4599956!16s%2Fg%2F11qb6cf0lq!19sChIJUcADiuWD7SEROyHrfiVDHlI?authuser=0&hl=en&rclk=1",""
"Impact Pest Services - pest control in Pflugerville, TX","","https://impactpestco.com/","","5.0","283","Pest Control in Texas","https://www.google.com/maps/place/Impact+Pest+Services+-+pest+control+in+Pflugerville,+TX/data=!4m7!3m6!1s0xf552b1546031c1b:0x4a9e5f70b6e5ac6d!8m2!3d30.393604!4d-97.6995555!16s%2Fg%2F11tnldkvvg!19sChIJGxwDRhUrVQ8RbazltnBfnko?authuser=0&hl=en&rclk=1",""
"West Texas Pest Control","","","","4.5","2","Pest Control in Texas","https://www.google.com/maps/place/West+Texas+Pest+Control/data=!4m7!3m6!1s0x86e743575df75185:0xb8b0cdb77ca717a3!8m2!3d29.5111059!4d-98.4059035!16s%2Fg%2F1tp_6vf5!19sChIJhVH3XVdD54YRoxenfLfNsLg?authuser=0&hl=en&rclk=1",""
"Patterson Pest Patrol, LLC","","http://www.pattersonpestpatrolllc.com/","","4.8","19","Pest Control in Texas","https://www.google.com/maps/place/Patterson+Pest+Patrol,+LLC/data=!4m7!3m6!1s0x8634248d0c467353:0x31d772d610152e64!8m2!3d33.152569!4d-94.1536358!16s%2Fg%2F1tg81v6v!19sChIJU3NGDI0kNIYRZC4VENZy1zE?authuser=0&hl=en&rclk=1",""
"Georgetown Pest Control","","https://georgetownbugs.com/","","5.0","748","Pest Control in Texas","https://www.google.com/maps/place/Georgetown+Pest+Control/data=!4m7!3m6!1s0x8644d75ff1682d5f:0x879bea2b93c8424c!8m2!3d30.68447!4d-97.6715552!16s%2Fg%2F11g4c5zjmd!19sChIJXy1o8V_XRIYRTELIkyvqm4c?authuser=0&hl=en&rclk=1",""
"EcoStar Pest Control: Pest Control Near Dallas & Carrollton, TX","","https://ecostarpestcontrol.com/","","4.9","734","Pest Control in Texas","https://www.google.com/maps/place/EcoStar+Pest+Control:+Pest+Control+Near+Dallas+%26+Carrollton,+TX/data=!4m7!3m6!1s0x864c2e36e400c409:0x970d6bb563cf1e27!8m2!3d32.9886023!4d-96.9206599!16s%2Fg%2F11b66hsv7x!19sChIJCcQA5DYuTIYRJx7PY7VrDZc?authuser=0&hl=en&rclk=1",""
"Bug Blasters Pest Control","","https://bugblasterstx.com/?utm_source=gmb&utm_medium=organic","","5.0","1,085","Pest Control in Texas","https://www.google.com/maps/place/Bug+Blasters+Pest+Control/data=!4m7!3m6!1s0x86568e8d5b8b9cb9:0x4f37654d76dce56b!8m2!3d32.4321388!4d-99.7296903!16s%2Fg%2F1wc31nqp!19sChIJuZyLW42OVoYRa-Xcdk1lN08?authuser=0&hl=en&rclk=1",""
"Frontier Pest Control","","http://www.frontierpestcontrol.biz/","","4.3","20","Pest Control in Texas","https://www.google.com/maps/place/Frontier+Pest+Control/data=!4m7!3m6!1s0x86464b67316633f5:0xc6868b411a298ad3!8m2!3d31.0444701!4d-95.7548008!16s%2Fg%2F1w4f8hm5!19sChIJ9TNmMWdLRoYR04opGkGLhsY?authuser=0&hl=en&rclk=1",""
"Romex Pest & Termite Control Lewisville","","https://www.romexpest.com/?utm_campaign=gmb","","4.9","539","Pest Control in Texas","https://www.google.com/maps/place/Romex+Pest+%26+Termite+Control+Lewisville/data=!4m7!3m6!1s0x864c2e403d67a421:0x94f94f877221bcdf!8m2!3d33.03953!4d-96.984585!16s%2Fg%2F11c545ljjc!19sChIJIaRnPUAuTIYR37whcodP-ZQ?authuser=0&hl=en&rclk=1",""
"GreenPower Pest Control","","http://greenpowerpest.com/","","4.9","641","Pest Control in Texas","https://www.google.com/maps/place/GreenPower+Pest+Control/data=!4m7!3m6!1s0x864c15e5aecce039:0x65e2aae6e0824edb!8m2!3d32.8034169!4d-96.7990285!16s%2Fg%2F11c7vtnkrs!19sChIJOeDMruUVTIYR206C4Oaq4mU?authuser=0&hl=en&rclk=1",""
"Southeast Texas Pest Control","","http://www.southeasttexaspestcontrol.com/","","4.5","11","Pest Control in Texas","https://www.google.com/maps/place/Southeast+Texas+Pest+Control/data=!4m7!3m6!1s0x8640ad51c8d5d7c9:0xa4fe2204d14ff656!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11bcf38xhk!19sChIJydfVyFGtQIYRVvZP0QQi_qQ?authuser=0&hl=en&rclk=1",""
"Timmons Exterminating","","http://www.timmons-exterminatingtx.com/","","5.0","741","Pest Control in Texas","https://www.google.com/maps/place/Timmons+Exterminating/data=!4m7!3m6!1s0x8651ad29ff5be38b:0x62c96a44388c4a4e!8m2!3d32.0965095!4d-98.3507573!16s%2Fg%2F1vm_y94r!19sChIJi-Nb_ymtUYYRTkqMOERqyWI?authuser=0&hl=en&rclk=1",""
"Pest Authority of Abilene","","https://pestauthority.com/abilene-tx/?utm_source=google&utm_medium=google+business+profile&utm_campaign=abilene","","5.0","55","Pest Control in Texas","https://www.google.com/maps/place/Pest+Authority+of+Abilene/data=!4m7!3m6!1s0xa9f24f575e8bd5e5:0x986e8cee6ddf5335!8m2!3d32.651974!4d-98.2285726!16s%2Fg%2F11v3j1shcn!19sChIJ5dWLXldP8qkRNVPfbe6Mbpg?authuser=0&hl=en&rclk=1",""
"Terminix","","https://www.terminix.com/exterminators/tx/abilene-2526/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=local&utm_term=abilene","","4.5","288","Pest Control in Texas","https://www.google.com/maps/place/Terminix/data=!4m7!3m6!1s0x86568e94b23b62fd:0xbb0b053be71903b3!8m2!3d32.4317829!4d-99.7546899!16s%2Fg%2F1tfcz6xs!19sChIJ_WI7spSOVoYRswMZ5zsFC7s?authuser=0&hl=en&rclk=1",""
"Genesis Pest Control - Texas","","","","5.0","7","Pest Control in Texas","https://www.google.com/maps/place/Genesis+Pest+Control+-+Texas/data=!4m7!3m6!1s0x863f9d0951afaa39:0xcce508001ea3fd96!8m2!3d29.6093235!4d-95.139552!16s%2Fg%2F11jg2nn8j6!19sChIJOaqvUQmdP4YRlv2jHgAI5cw?authuser=0&hl=en&rclk=1",""
"Romex Pest & Termite Control Prosper","","https://www.romexpest.com/?utm_campaign=gmb","","4.8","4,322","Pest Control in Texas","https://www.google.com/maps/place/Romex+Pest+%26+Termite+Control+Prosper/data=!4m7!3m6!1s0x864c41651dc168b5:0xe46fa0794950f1bf!8m2!3d33.2615228!4d-96.8009819!16s%2Fg%2F11gjwc1tk2!19sChIJtWjBHWVBTIYRv_FQSXmgb-Q?authuser=0&hl=en&rclk=1",""
"Top-O-Texas Termite & Pest Control Inc.","","","","4.5","19","Pest Control in Texas","https://www.google.com/maps/place/Top-O-Texas+Termite+%26+Pest+Control+Inc./data=!4m7!3m6!1s0x8653207a0e23c28d:0x28c7363e9e58b46d!8m2!3d33.8942958!4d-98.4906522!16s%2Fg%2F1tcw8llq!19sChIJjcIjDnogU4YRbbRYnj42xyg?authuser=0&hl=en&rclk=1",""
"Hufford's Pest Control, LLC","","http://www.huffordspestcontrol.com/","","5.0","237","Pest Control in Texas","https://www.google.com/maps/place/Hufford%27s+Pest+Control,+LLC/data=!4m7!3m6!1s0x86fbdf7a25075661:0xc75c1c719b32cd1!8m2!3d32.0726049!4d-102.089883!16s%2Fg%2F11s4t9y1fm!19sChIJYVYHJXrf-4YR0SyzGcfBdQw?authuser=0&hl=en&rclk=1",""
"Texas Bugs, LLC.","","http://www.texasbugs.com/","","4.8","50","Pest Control in Texas","https://www.google.com/maps/place/Texas+Bugs,+LLC./data=!4m7!3m6!1s0x6d1a8f697ad9eaa3:0x42734ff21fe951d1!8m2!3d29.8391661!4d-95.6195667!16s%2Fg%2F11sqtr6j6n!19sChIJo-rZemmPGm0R0VHpH_JPc0I?authuser=0&hl=en&rclk=1",""
"Johnson’s Pest Control","","http://www.johnsonspest.com/","","4.9","12","Pest Control in Texas","https://www.google.com/maps/place/Johnson%E2%80%99s+Pest+Control/data=!4m7!3m6!1s0x8659070fc28cef87:0xc942956c2bb6a2b9!8m2!3d30.49397!4d-99.7777266!16s%2Fg%2F1td76_dt!19sChIJh--Mwg8HWYYRuaK2K2yVQsk?authuser=0&hl=en&rclk=1",""
